image,run,strategy,moves_taken,completed,first_move,ensemble_agreement_count,ensemble_total_considered,agreement_rate,error
test2,7,depth,15.0,True,,,,,
test2,7,monte_carlo,22.0,True,,,,,
test2,7,mcts,12.0,True,,,,,
test2,7,expectimax,8.0,True,,,,,
test2,7,softmax,21.0,True,,,,,
test2,7,ensemble,25.0,True,,,,,
test2,7,depth,,,,22.0,25.0,0.88,
test2,7,monte_carlo,,,,18.0,25.0,0.72,
test2,7,mcts,,,,15.0,25.0,0.6,
test2,7,expectimax,,,,18.0,25.0,0.72,
test2,7,softmax,,,,11.0,25.0,0.44,
test2,8,depth,17.0,True,,,,,
test2,8,monte_carlo,28.0,True,,,,,
test2,8,mcts,10.0,True,,,,,
test2,8,expectimax,8.0,True,,,,,
test2,8,softmax,25.0,True,,,,,
test2,8,ensemble,28.0,False,,,,,
test2,8,depth,,,,17.0,25.0,0.68,
test2,8,monte_carlo,,,,23.0,25.0,0.92,
test2,8,mcts,,,,7.0,25.0,0.28,
test2,8,expectimax,,,,21.0,25.0,0.84,
test2,8,softmax,,,,7.0,25.0,0.28,
test2,9,depth,11.0,True,,,,,
test2,9,monte_carlo,8.0,True,,,,,
test2,9,mcts,8.0,True,,,,,
test2,9,expectimax,14.0,True,,,,,
test2,9,softmax,13.0,True,,,,,
test2,9,ensemble,7.0,True,,,,,
test2,9,depth,,,,4.0,6.0,0.6666666666666666,
test2,9,monte_carlo,,,,5.0,6.0,0.8333333333333334,
test2,9,mcts,,,,3.0,6.0,0.5,
test2,9,expectimax,,,,6.0,6.0,1.0,
test2,9,softmax,,,,5.0,6.0,0.8333333333333334,
test2,10,depth,26.0,True,,,,,
test2,10,monte_carlo,9.0,True,,,,,
test2,10,mcts,15.0,True,,,,,
test2,10,expectimax,9.0,True,,,,,
test2,10,softmax,9.0,True,,,,,
test2,10,ensemble,16.0,True,,,,,
test2,10,depth,,,,11.0,14.0,0.7857142857142857,
test2,10,monte_carlo,,,,11.0,14.0,0.7857142857142857,
test2,10,mcts,,,,12.0,14.0,0.8571428571428571,
test2,10,expectimax,,,,10.0,14.0,0.7142857142857143,
test2,10,softmax,,,,12.0,14.0,0.8571428571428571,
test2,11,depth,15.0,True,,,,,
test2,11,monte_carlo,28.0,False,,,,,
test2,11,mcts,11.0,True,,,,,
test2,11,expectimax,15.0,True,,,,,
test2,11,softmax,26.0,True,,,,,
test2,11,ensemble,13.0,True,,,,,
test2,11,depth,,,,8.0,11.0,0.7272727272727273,
test2,11,monte_carlo,,,,8.0,11.0,0.7272727272727273,
test2,11,mcts,,,,5.0,11.0,0.45454545454545453,
test2,11,expectimax,,,,9.0,11.0,0.8181818181818182,
test2,11,softmax,,,,6.0,11.0,0.5454545454545454,
test2,12,depth,6.0,True,,,,,
test2,12,monte_carlo,28.0,False,,,,,
test2,12,mcts,20.0,True,,,,,
test2,12,expectimax,24.0,True,,,,,
test2,12,softmax,28.0,False,,,,,
test2,12,ensemble,14.0,True,,,,,
test2,12,depth,,,,9.0,11.0,0.8181818181818182,
test2,12,monte_carlo,,,,10.0,11.0,0.9090909090909091,
test2,12,mcts,,,,6.0,11.0,0.5454545454545454,
test2,12,expectimax,,,,8.0,11.0,0.7272727272727273,
test2,12,softmax,,,,4.0,11.0,0.36363636363636365,
test2,13,depth,8.0,True,,,,,
test2,13,monte_carlo,28.0,False,,,,,
test2,13,mcts,12.0,True,,,,,
test2,13,expectimax,19.0,True,,,,,
test2,13,softmax,28.0,False,,,,,
test2,13,ensemble,7.0,True,,,,,
test2,13,depth,,,,5.0,6.0,0.8333333333333334,
test2,13,monte_carlo,,,,6.0,6.0,1.0,
test2,13,mcts,,,,5.0,6.0,0.8333333333333334,
test2,13,expectimax,,,,3.0,6.0,0.5,
test2,13,softmax,,,,5.0,6.0,0.8333333333333334,
test2,14,depth,8.0,True,,,,,
test2,14,monte_carlo,28.0,False,,,,,
test2,14,mcts,15.0,True,,,,,
test2,14,expectimax,11.0,True,,,,,
test2,14,softmax,28.0,False,,,,,
test2,14,ensemble,12.0,True,,,,,
test2,14,depth,,,,10.0,12.0,0.8333333333333334,
test2,14,monte_carlo,,,,10.0,12.0,0.8333333333333334,
test2,14,mcts,,,,6.0,12.0,0.5,
test2,14,expectimax,,,,8.0,12.0,0.6666666666666666,
test2,14,softmax,,,,8.0,12.0,0.6666666666666666,
test2,15,depth,10.0,True,,,,,
test2,15,monte_carlo,28.0,False,,,,,
test2,15,mcts,14.0,True,,,,,
test2,15,expectimax,13.0,True,,,,,
test2,15,softmax,10.0,True,,,,,
test2,15,ensemble,28.0,True,,,,,
test2,15,depth,,,,15.0,22.0,0.6818181818181818,
test2,15,monte_carlo,,,,17.0,22.0,0.7727272727272727,
test2,15,mcts,,,,9.0,22.0,0.4090909090909091,
test2,15,expectimax,,,,18.0,22.0,0.8181818181818182,
test2,15,softmax,,,,8.0,22.0,0.36363636363636365,
test2,16,depth,8.0,True,,,,,
test2,16,monte_carlo,12.0,True,,,,,
test2,16,mcts,24.0,True,,,,,
test2,16,expectimax,10.0,True,,,,,
test2,16,softmax,24.0,True,,,,,
test2,16,ensemble,14.0,True,,,,,
test2,16,depth,,,,8.0,10.0,0.8,
test2,16,monte_carlo,,,,8.0,10.0,0.8,
test2,16,mcts,,,,9.0,10.0,0.9,
test2,16,expectimax,,,,9.0,10.0,0.9,
test2,16,softmax,,,,2.0,10.0,0.2,
test2,17,depth,14.0,True,,,,,
test2,17,monte_carlo,17.0,True,,,,,
test2,17,mcts,7.0,True,,,,,
test2,17,expectimax,14.0,True,,,,,
test2,17,softmax,28.0,False,,,,,
test2,17,ensemble,14.0,True,,,,,
test2,17,depth,,,,10.0,12.0,0.8333333333333334,
test2,17,monte_carlo,,,,9.0,12.0,0.75,
test2,17,mcts,,,,4.0,12.0,0.3333333333333333,
test2,17,expectimax,,,,10.0,12.0,0.8333333333333334,
test2,17,softmax,,,,7.0,12.0,0.5833333333333334,
test2,18,depth,19.0,True,,,,,
test2,18,monte_carlo,28.0,True,,,,,
test2,18,mcts,11.0,True,,,,,
test2,18,expectimax,27.0,True,,,,,
test2,18,softmax,21.0,True,,,,,
test2,18,ensemble,8.0,True,,,,,
test2,18,depth,,,,5.0,6.0,0.8333333333333334,
test2,18,monte_carlo,,,,5.0,6.0,0.8333333333333334,
test2,18,mcts,,,,2.0,6.0,0.3333333333333333,
test2,18,expectimax,,,,3.0,6.0,0.5,
test2,18,softmax,,,,2.0,6.0,0.3333333333333333,
test2,19,depth,12.0,True,,,,,
test2,19,monte_carlo,13.0,True,,,,,
test2,19,mcts,7.0,True,,,,,
test2,19,expectimax,19.0,True,,,,,
test2,19,softmax,24.0,True,,,,,
test2,19,ensemble,9.0,True,,,,,
test2,19,depth,,,,6.0,8.0,0.75,
test2,19,monte_carlo,,,,5.0,8.0,0.625,
test2,19,mcts,,,,5.0,8.0,0.625,
test2,19,expectimax,,,,7.0,8.0,0.875,
test2,19,softmax,,,,3.0,8.0,0.375,
test2,20,depth,11.0,True,,,,,
test2,20,monte_carlo,13.0,True,,,,,
test2,20,mcts,11.0,True,,,,,
test2,20,expectimax,14.0,True,,,,,
test2,20,softmax,28.0,False,,,,,
test2,20,ensemble,10.0,True,,,,,
test2,20,depth,,,,10.0,10.0,1.0,
test2,20,monte_carlo,,,,6.0,10.0,0.6,
test2,20,mcts,,,,6.0,10.0,0.6,
test2,20,expectimax,,,,5.0,10.0,0.5,
test2,20,softmax,,,,5.0,10.0,0.5,
test3,1,depth,8.0,True,,,,,
test3,1,monte_carlo,9.0,True,,,,,
test3,1,mcts,10.0,True,,,,,
test3,1,expectimax,7.0,True,,,,,
test3,1,softmax,8.0,True,,,,,
test3,1,ensemble,11.0,True,,,,,
test3,1,depth,,,,6.0,7.0,0.8571428571428571,
test3,1,monte_carlo,,,,7.0,7.0,1.0,
test3,1,mcts,,,,4.0,7.0,0.5714285714285714,
test3,1,expectimax,,,,6.0,7.0,0.8571428571428571,
test3,1,softmax,,,,4.0,7.0,0.5714285714285714,
test3,2,depth,10.0,True,,,,,
test3,2,monte_carlo,8.0,True,,,,,
test3,2,mcts,12.0,True,,,,,
test3,2,expectimax,8.0,True,,,,,
test3,2,softmax,9.0,True,,,,,
test3,2,ensemble,12.0,True,,,,,
test3,2,depth,,,,8.0,10.0,0.8,
test3,2,monte_carlo,,,,9.0,10.0,0.9,
test3,2,mcts,,,,5.0,10.0,0.5,
test3,2,expectimax,,,,8.0,10.0,0.8,
test3,2,softmax,,,,8.0,10.0,0.8,
test3,3,depth,11.0,True,,,,,
test3,3,monte_carlo,10.0,True,,,,,
test3,3,mcts,10.0,True,,,,,
test3,3,expectimax,10.0,True,,,,,
test3,3,softmax,8.0,True,,,,,
test3,3,ensemble,9.0,True,,,,,
test3,3,depth,,,,8.0,8.0,1.0,
test3,3,monte_carlo,,,,8.0,8.0,1.0,
test3,3,mcts,,,,5.0,8.0,0.625,
test3,3,expectimax,,,,6.0,8.0,0.75,
test3,3,softmax,,,,7.0,8.0,0.875,
test3,4,depth,9.0,True,,,,,
test3,4,monte_carlo,9.0,True,,,,,
test3,4,mcts,11.0,True,,,,,
test3,4,expectimax,15.0,True,,,,,
test3,4,softmax,8.0,True,,,,,
test3,4,ensemble,8.0,True,,,,,
test3,4,depth,,,,7.0,8.0,0.875,
test3,4,monte_carlo,,,,8.0,8.0,1.0,
test3,4,mcts,,,,5.0,8.0,0.625,
test3,4,expectimax,,,,7.0,8.0,0.875,
test3,4,softmax,,,,6.0,8.0,0.75,
test3,5,depth,10.0,True,,,,,
test3,5,monte_carlo,9.0,True,,,,,
test3,5,mcts,9.0,True,,,,,
test3,5,expectimax,9.0,True,,,,,
test3,5,softmax,8.0,True,,,,,
test3,5,ensemble,9.0,True,,,,,
test3,5,depth,,,,8.0,9.0,0.8888888888888888,
test3,5,monte_carlo,,,,9.0,9.0,1.0,
test3,5,mcts,,,,5.0,9.0,0.5555555555555556,
test3,5,expectimax,,,,7.0,9.0,0.7777777777777778,
test3,5,softmax,,,,8.0,9.0,0.8888888888888888,
test3,6,depth,11.0,True,,,,,
test3,6,monte_carlo,11.0,True,,,,,
test3,6,mcts,14.0,True,,,,,
test3,6,expectimax,9.0,True,,,,,
test3,6,softmax,8.0,True,,,,,
test3,6,ensemble,10.0,True,,,,,
test3,6,depth,,,,9.0,10.0,0.9,
test3,6,monte_carlo,,,,10.0,10.0,1.0,
test3,6,mcts,,,,7.0,10.0,0.7,
test3,6,expectimax,,,,9.0,10.0,0.9,
test3,6,softmax,,,,9.0,10.0,0.9,
test3,7,depth,9.0,True,,,,,
test3,7,monte_carlo,9.0,True,,,,,
test3,7,mcts,12.0,True,,,,,
test3,7,expectimax,8.0,True,,,,,
test3,7,softmax,9.0,True,,,,,
test3,7,ensemble,12.0,True,,,,,
test3,7,depth,,,,7.0,9.0,0.7777777777777778,
test3,7,monte_carlo,,,,7.0,9.0,0.7777777777777778,
test3,7,mcts,,,,6.0,9.0,0.6666666666666666,
test3,7,expectimax,,,,9.0,9.0,1.0,
test3,7,softmax,,,,5.0,9.0,0.5555555555555556,
test3,8,depth,8.0,True,,,,,
test3,8,monte_carlo,8.0,True,,,,,
test3,8,mcts,11.0,True,,,,,
test3,8,expectimax,8.0,True,,,,,
test3,8,softmax,12.0,True,,,,,
test3,8,ensemble,8.0,True,,,,,
test3,8,depth,,,,5.0,8.0,0.625,
test3,8,monte_carlo,,,,6.0,8.0,0.75,
test3,8,mcts,,,,3.0,8.0,0.375,
test3,8,expectimax,,,,8.0,8.0,1.0,
test3,8,softmax,,,,5.0,8.0,0.625,
test3,9,depth,8.0,True,,,,,
test3,9,monte_carlo,9.0,True,,,,,
test3,9,mcts,13.0,True,,,,,
test3,9,expectimax,12.0,True,,,,,
test3,9,softmax,10.0,True,,,,,
test3,9,ensemble,8.0,True,,,,,
test3,9,depth,,,,7.0,8.0,0.875,
test3,9,monte_carlo,,,,8.0,8.0,1.0,
test3,9,mcts,,,,5.0,8.0,0.625,
test3,9,expectimax,,,,8.0,8.0,1.0,
test3,9,softmax,,,,8.0,8.0,1.0,
test3,10,depth,11.0,True,,,,,
test3,10,monte_carlo,6.0,True,,,,,
test3,10,mcts,10.0,True,,,,,
test3,10,expectimax,10.0,True,,,,,
test3,10,softmax,9.0,True,,,,,
test3,10,ensemble,9.0,True,,,,,
test3,10,depth,,,,6.0,8.0,0.75,
test3,10,monte_carlo,,,,8.0,8.0,1.0,
test3,10,mcts,,,,4.0,8.0,0.5,
test3,10,expectimax,,,,6.0,8.0,0.75,
test3,10,softmax,,,,8.0,8.0,1.0,
test3,11,depth,8.0,True,,,,,
test3,11,monte_carlo,8.0,True,,,,,
test3,11,mcts,11.0,True,,,,,
test3,11,expectimax,7.0,True,,,,,
test3,11,softmax,9.0,True,,,,,
test3,11,ensemble,9.0,True,,,,,
test3,11,depth,,,,5.0,7.0,0.7142857142857143,
test3,11,monte_carlo,,,,7.0,7.0,1.0,
test3,11,mcts,,,,4.0,7.0,0.5714285714285714,
test3,11,expectimax,,,,7.0,7.0,1.0,
test3,11,softmax,,,,6.0,7.0,0.8571428571428571,
test3,12,depth,8.0,True,,,,,
test3,12,monte_carlo,8.0,True,,,,,
test3,12,mcts,9.0,True,,,,,
test3,12,expectimax,9.0,True,,,,,
test3,12,softmax,10.0,True,,,,,
test3,12,ensemble,8.0,True,,,,,
test3,12,depth,,,,8.0,8.0,1.0,
test3,12,monte_carlo,,,,8.0,8.0,1.0,
test3,12,mcts,,,,4.0,8.0,0.5,
test3,12,expectimax,,,,8.0,8.0,1.0,
test3,12,softmax,,,,7.0,8.0,0.875,
test3,13,depth,8.0,True,,,,,
test3,13,monte_carlo,8.0,True,,,,,
test3,13,mcts,8.0,True,,,,,
test3,13,expectimax,9.0,True,,,,,
test3,13,softmax,9.0,True,,,,,
test3,13,ensemble,8.0,True,,,,,
test3,13,depth,,,,8.0,8.0,1.0,
test3,13,monte_carlo,,,,8.0,8.0,1.0,
test3,13,mcts,,,,5.0,8.0,0.625,
test3,13,expectimax,,,,5.0,8.0,0.625,
test3,13,softmax,,,,6.0,8.0,0.75,
test3,14,depth,9.0,True,,,,,
test3,14,monte_carlo,11.0,True,,,,,
test3,14,mcts,11.0,True,,,,,
test3,14,expectimax,8.0,True,,,,,
test3,14,softmax,9.0,True,,,,,
test3,14,ensemble,10.0,True,,,,,
test3,14,depth,,,,9.0,9.0,1.0,
test3,14,monte_carlo,,,,8.0,9.0,0.8888888888888888,
test3,14,mcts,,,,5.0,9.0,0.5555555555555556,
test3,14,expectimax,,,,8.0,9.0,0.8888888888888888,
test3,14,softmax,,,,8.0,9.0,0.8888888888888888,
test3,15,depth,11.0,True,,,,,
test3,15,monte_carlo,8.0,True,,,,,
test3,15,mcts,10.0,True,,,,,
test3,15,expectimax,11.0,True,,,,,
test3,15,softmax,11.0,True,,,,,
test3,15,ensemble,7.0,True,,,,,
test3,15,depth,,,,5.0,6.0,0.8333333333333334,
test3,15,monte_carlo,,,,5.0,6.0,0.8333333333333334,
test3,15,mcts,,,,4.0,6.0,0.6666666666666666,
test3,15,expectimax,,,,6.0,6.0,1.0,
test3,15,softmax,,,,5.0,6.0,0.8333333333333334,
test3,16,depth,8.0,True,,,,,
test3,16,monte_carlo,10.0,True,,,,,
test3,16,mcts,12.0,True,,,,,
test3,16,expectimax,9.0,True,,,,,
test3,16,softmax,8.0,True,,,,,
test3,16,ensemble,8.0,True,,,,,
test3,16,depth,,,,8.0,8.0,1.0,
test3,16,monte_carlo,,,,8.0,8.0,1.0,
test3,16,mcts,,,,3.0,8.0,0.375,
test3,16,expectimax,,,,5.0,8.0,0.625,
test3,16,softmax,,,,7.0,8.0,0.875,
test3,17,depth,10.0,True,,,,,
test3,17,monte_carlo,9.0,True,,,,,
test3,17,mcts,11.0,True,,,,,
test3,17,expectimax,10.0,True,,,,,
test3,17,softmax,8.0,True,,,,,
test3,17,ensemble,10.0,True,,,,,
test3,17,depth,,,,8.0,9.0,0.8888888888888888,
test3,17,monte_carlo,,,,9.0,9.0,1.0,
test3,17,mcts,,,,8.0,9.0,0.8888888888888888,
test3,17,expectimax,,,,9.0,9.0,1.0,
test3,17,softmax,,,,9.0,9.0,1.0,
test3,18,depth,8.0,True,,,,,
test3,18,monte_carlo,8.0,True,,,,,
test3,18,mcts,15.0,True,,,,,
test3,18,expectimax,14.0,True,,,,,
test3,18,softmax,11.0,True,,,,,
test3,18,ensemble,8.0,True,,,,,
test3,18,depth,,,,8.0,8.0,1.0,
test3,18,monte_carlo,,,,7.0,8.0,0.875,
test3,18,mcts,,,,2.0,8.0,0.25,
test3,18,expectimax,,,,7.0,8.0,0.875,
test3,18,softmax,,,,4.0,8.0,0.5,
test3,19,depth,10.0,True,,,,,
test3,19,monte_carlo,8.0,True,,,,,
test3,19,mcts,11.0,True,,,,,
test3,19,expectimax,10.0,True,,,,,
test3,19,softmax,8.0,True,,,,,
test3,19,ensemble,9.0,True,,,,,
test3,19,depth,,,,6.0,8.0,0.75,
test3,19,monte_carlo,,,,8.0,8.0,1.0,
test3,19,mcts,,,,7.0,8.0,0.875,
test3,19,expectimax,,,,5.0,8.0,0.625,
test3,19,softmax,,,,7.0,8.0,0.875,
test3,20,depth,8.0,True,,,,,
test3,20,monte_carlo,9.0,True,,,,,
test3,20,mcts,10.0,True,,,,,
test3,20,expectimax,10.0,True,,,,,
test3,20,softmax,11.0,True,,,,,
test3,20,ensemble,10.0,True,,,,,
test3,20,depth,,,,9.0,9.0,1.0,
test3,20,monte_carlo,,,,9.0,9.0,1.0,
test3,20,mcts,,,,3.0,9.0,0.3333333333333333,
test3,20,expectimax,,,,5.0,9.0,0.5555555555555556,
test3,20,softmax,,,,8.0,9.0,0.8888888888888888,
test5,1,depth,7.0,True,,,,,
test5,1,monte_carlo,14.0,True,,,,,
test5,1,mcts,11.0,True,,,,,
test5,1,expectimax,7.0,True,,,,,
test5,1,softmax,5.0,True,,,,,
test5,1,ensemble,13.0,True,,,,,
test5,1,depth,,,,7.0,9.0,0.7777777777777778,
test5,1,monte_carlo,,,,7.0,9.0,0.7777777777777778,
test5,1,mcts,,,,3.0,9.0,0.3333333333333333,
test5,1,expectimax,,,,8.0,9.0,0.8888888888888888,
test5,1,softmax,,,,5.0,9.0,0.5555555555555556,
test5,2,depth,7.0,True,,,,,
test5,2,monte_carlo,14.0,True,,,,,
test5,2,mcts,13.0,True,,,,,
test5,2,expectimax,7.0,True,,,,,
test5,2,softmax,42.0,True,,,,,
test5,2,ensemble,11.0,True,,,,,
test5,2,depth,,,,7.0,11.0,0.6363636363636364,
test5,2,monte_carlo,,,,9.0,11.0,0.8181818181818182,
test5,2,mcts,,,,2.0,11.0,0.18181818181818182,
test5,2,expectimax,,,,11.0,11.0,1.0,
test5,2,softmax,,,,3.0,11.0,0.2727272727272727,
test5,3,depth,8.0,True,,,,,
test5,3,monte_carlo,22.0,True,,,,,
test5,3,mcts,8.0,True,,,,,
test5,3,expectimax,10.0,True,,,,,
test5,3,softmax,21.0,True,,,,,
test5,3,ensemble,5.0,True,,,,,
test5,3,depth,,,,4.0,5.0,0.8,
test5,3,monte_carlo,,,,4.0,5.0,0.8,
test5,3,mcts,,,,2.0,5.0,0.4,
test5,3,expectimax,,,,4.0,5.0,0.8,
test5,3,softmax,,,,3.0,5.0,0.6,
test5,4,depth,13.0,True,,,,,
test5,4,monte_carlo,6.0,True,,,,,
test5,4,mcts,12.0,True,,,,,
test5,4,expectimax,11.0,True,,,,,
test5,4,softmax,35.0,True,,,,,
test5,4,ensemble,15.0,True,,,,,
test5,4,depth,,,,4.0,14.0,0.2857142857142857,
test5,4,monte_carlo,,,,10.0,14.0,0.7142857142857143,
test5,4,mcts,,,,7.0,14.0,0.5,
test5,4,expectimax,,,,10.0,14.0,0.7142857142857143,
test5,4,softmax,,,,5.0,14.0,0.35714285714285715,
test5,5,depth,4.0,True,,,,,
test5,5,monte_carlo,8.0,True,,,,,
test5,5,mcts,17.0,True,,,,,
test5,5,expectimax,9.0,True,,,,,
test5,5,softmax,11.0,True,,,,,
test5,5,ensemble,12.0,True,,,,,
test5,5,depth,,,,3.0,7.0,0.42857142857142855,
test5,5,monte_carlo,,,,5.0,7.0,0.7142857142857143,
test5,5,mcts,,,,4.0,7.0,0.5714285714285714,
test5,5,expectimax,,,,5.0,7.0,0.7142857142857143,
test5,5,softmax,,,,6.0,7.0,0.8571428571428571,
test5,6,depth,11.0,True,,,,,
test5,6,monte_carlo,10.0,True,,,,,
test5,6,mcts,6.0,True,,,,,
test5,6,expectimax,7.0,True,,,,,
test5,6,softmax,4.0,True,,,,,
test5,6,ensemble,8.0,True,,,,,
test5,6,depth,,,,4.0,5.0,0.8,
test5,6,monte_carlo,,,,4.0,5.0,0.8,
test5,6,mcts,,,,2.0,5.0,0.4,
test5,6,expectimax,,,,4.0,5.0,0.8,
test5,6,softmax,,,,4.0,5.0,0.8,
test5,7,depth,7.0,True,,,,,
test5,7,monte_carlo,6.0,True,,,,,
test5,7,mcts,9.0,True,,,,,
test5,7,expectimax,6.0,True,,,,,
test5,7,softmax,4.0,True,,,,,
test5,7,ensemble,10.0,True,,,,,
test5,7,depth,,,,5.0,7.0,0.7142857142857143,
test5,7,monte_carlo,,,,5.0,7.0,0.7142857142857143,
test5,7,mcts,,,,1.0,7.0,0.14285714285714285,
test5,7,expectimax,,,,5.0,7.0,0.7142857142857143,
test5,7,softmax,,,,4.0,7.0,0.5714285714285714,
test5,8,depth,10.0,True,,,,,
test5,8,monte_carlo,5.0,True,,,,,
test5,8,mcts,13.0,True,,,,,
test5,8,expectimax,3.0,True,,,,,
test5,8,softmax,7.0,True,,,,,
test5,8,ensemble,14.0,True,,,,,
test5,8,depth,,,,5.0,10.0,0.5,
test5,8,monte_carlo,,,,8.0,10.0,0.8,
test5,8,mcts,,,,5.0,10.0,0.5,
test5,8,expectimax,,,,6.0,10.0,0.6,
test5,8,softmax,,,,7.0,10.0,0.7,
test5,9,depth,4.0,True,,,,,
test5,9,monte_carlo,11.0,True,,,,,
test5,9,mcts,7.0,True,,,,,
test5,9,expectimax,16.0,True,,,,,
test5,9,softmax,14.0,True,,,,,
test5,9,ensemble,20.0,True,,,,,
test5,9,depth,,,,10.0,16.0,0.625,
test5,9,monte_carlo,,,,12.0,16.0,0.75,
test5,9,mcts,,,,6.0,16.0,0.375,
test5,9,expectimax,,,,11.0,16.0,0.6875,
test5,9,softmax,,,,8.0,16.0,0.5,
test5,10,depth,16.0,True,,,,,
test5,10,monte_carlo,27.0,True,,,,,
test5,10,mcts,10.0,True,,,,,
test5,10,expectimax,7.0,True,,,,,
test5,10,softmax,4.0,True,,,,,
test5,10,ensemble,11.0,True,,,,,
test5,10,depth,,,,4.0,7.0,0.5714285714285714,
test5,10,monte_carlo,,,,4.0,7.0,0.5714285714285714,
test5,10,mcts,,,,2.0,7.0,0.2857142857142857,
test5,10,expectimax,,,,6.0,7.0,0.8571428571428571,
test5,10,softmax,,,,5.0,7.0,0.7142857142857143,
test5,11,depth,6.0,True,,,,,
test5,11,monte_carlo,11.0,True,,,,,
test5,11,mcts,4.0,True,,,,,
test5,11,expectimax,7.0,True,,,,,
test5,11,softmax,11.0,True,,,,,
test5,11,ensemble,3.0,True,,,,,
test5,11,depth,,,,3.0,3.0,1.0,
test5,11,monte_carlo,,,,1.0,3.0,0.3333333333333333,
test5,11,mcts,,,,0.0,3.0,0.0,
test5,11,expectimax,,,,1.0,3.0,0.3333333333333333,
test5,11,softmax,,,,3.0,3.0,1.0,
test5,12,depth,6.0,True,,,,,
test5,12,monte_carlo,25.0,True,,,,,
test5,12,mcts,8.0,True,,,,,
test5,12,expectimax,12.0,True,,,,,
test5,12,softmax,9.0,True,,,,,
test5,12,ensemble,5.0,True,,,,,
test5,12,depth,,,,3.0,4.0,0.75,
test5,12,monte_carlo,,,,3.0,4.0,0.75,
test5,12,mcts,,,,2.0,4.0,0.5,
test5,12,expectimax,,,,3.0,4.0,0.75,
test5,12,softmax,,,,3.0,4.0,0.75,
test5,13,depth,5.0,True,,,,,
test5,13,monte_carlo,9.0,True,,,,,
test5,13,mcts,5.0,True,,,,,
test5,13,expectimax,6.0,True,,,,,
test5,13,softmax,9.0,True,,,,,
test5,13,ensemble,12.0,True,,,,,
test5,13,depth,,,,7.0,10.0,0.7,
test5,13,monte_carlo,,,,7.0,10.0,0.7,
test5,13,mcts,,,,4.0,10.0,0.4,
test5,13,expectimax,,,,9.0,10.0,0.9,
test5,13,softmax,,,,6.0,10.0,0.6,
test5,14,depth,12.0,True,,,,,
test5,14,monte_carlo,22.0,True,,,,,
test5,14,mcts,6.0,True,,,,,
test5,14,expectimax,18.0,True,,,,,
test5,14,softmax,14.0,True,,,,,
test5,14,ensemble,10.0,True,,,,,
test5,14,depth,,,,6.0,10.0,0.6,
test5,14,monte_carlo,,,,9.0,10.0,0.9,
test5,14,mcts,,,,6.0,10.0,0.6,
test5,14,expectimax,,,,5.0,10.0,0.5,
test5,14,softmax,,,,10.0,10.0,1.0,
test5,15,depth,7.0,True,,,,,
test5,15,monte_carlo,12.0,True,,,,,
test5,15,mcts,8.0,True,,,,,
test5,15,expectimax,6.0,True,,,,,
test5,15,softmax,9.0,True,,,,,
test5,15,ensemble,5.0,True,,,,,
test5,15,depth,,,,3.0,4.0,0.75,
test5,15,monte_carlo,,,,3.0,4.0,0.75,
test5,15,mcts,,,,2.0,4.0,0.5,
test5,15,expectimax,,,,3.0,4.0,0.75,
test5,15,softmax,,,,3.0,4.0,0.75,
test5,16,depth,5.0,True,,,,,
test5,16,monte_carlo,12.0,True,,,,,
test5,16,mcts,10.0,True,,,,,
test5,16,expectimax,13.0,True,,,,,
test5,16,softmax,11.0,True,,,,,
test5,16,ensemble,36.0,True,,,,,
test5,16,depth,,,,15.0,23.0,0.6521739130434783,
test5,16,monte_carlo,,,,18.0,23.0,0.782608695652174,
test5,16,mcts,,,,7.0,23.0,0.30434782608695654,
test5,16,expectimax,,,,18.0,23.0,0.782608695652174,
test5,16,softmax,,,,8.0,23.0,0.34782608695652173,
test5,17,depth,7.0,True,,,,,
test5,17,monte_carlo,9.0,True,,,,,
test5,17,mcts,7.0,True,,,,,
test5,17,expectimax,4.0,True,,,,,
test5,17,softmax,10.0,True,,,,,
test5,17,ensemble,5.0,True,,,,,
test5,17,depth,,,,3.0,5.0,0.6,
test5,17,monte_carlo,,,,4.0,5.0,0.8,
test5,17,mcts,,,,2.0,5.0,0.4,
test5,17,expectimax,,,,3.0,5.0,0.6,
test5,17,softmax,,,,4.0,5.0,0.8,
test5,18,depth,8.0,True,,,,,
test5,18,monte_carlo,12.0,True,,,,,
test5,18,mcts,11.0,True,,,,,
test5,18,expectimax,5.0,True,,,,,
test5,18,softmax,9.0,True,,,,,
test5,18,ensemble,7.0,True,,,,,
test5,18,depth,,,,5.0,6.0,0.8333333333333334,
test5,18,monte_carlo,,,,6.0,6.0,1.0,
test5,18,mcts,,,,0.0,6.0,0.0,
test5,18,expectimax,,,,5.0,6.0,0.8333333333333334,
test5,18,softmax,,,,3.0,6.0,0.5,
test5,19,depth,14.0,True,,,,,
test5,19,monte_carlo,14.0,True,,,,,
test5,19,mcts,7.0,True,,,,,
test5,19,expectimax,5.0,True,,,,,
test5,19,softmax,11.0,True,,,,,
test5,19,ensemble,5.0,True,,,,,
test5,19,depth,,,,2.0,4.0,0.5,
test5,19,monte_carlo,,,,2.0,4.0,0.5,
test5,19,mcts,,,,2.0,4.0,0.5,
test5,19,expectimax,,,,4.0,4.0,1.0,
test5,19,softmax,,,,3.0,4.0,0.75,
test5,20,depth,10.0,True,,,,,
test5,20,monte_carlo,24.0,True,,,,,
test5,20,mcts,12.0,True,,,,,
