epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,2929.96,1.07448,0.51618,1.04889,0.94312,0.97527,0.96935,0.6653,1.28841,0.50157,1.1767,0.00101488,0.00101488,0.00101488
21,3083.88,1.13415,0.51362,1.00214,0.96209,0.96281,0.97211,0.65728,1.3037,0.50726,1.18906,0.0010025,0.0010025,0.0010025
22,3227.05,1.12959,0.50866,1.03295,0.973,0.96567,0.97394,0.66829,1.24932,0.50674,1.14661,0.000990125,0.000990125,0.000990125
23,3365.65,1.08348,0.50747,1.03822,0.94972,0.95582,0.97343,0.66701,1.3032,0.51518,1.17962,0.00097775,0.00097775,0.00097775
24,3506.51,1.06655,0.49234,1.00458,0.95064,0.95309,0.97238,0.66908,1.26475,0.53506,1.15768,0.000965375,0.000965375,0.000965375
25,3662.42,1.06538,0.49288,1.0251,0.95949,0.96598,0.96439,0.6612,1.22377,0.50816,1.12495,0.000953,0.000953,0.000953
26,3801.03,1.06164,0.48131,1.00272,0.96086,0.9586,0.96042,0.64531,1.26617,0.49111,1.14479,0.000940625,0.000940625,0.000940625
27,3940.15,1.0875,0.49614,1.01865,0.95076,0.95887,0.96612,0.6387,1.31915,0.49021,1.18828,0.00092825,0.00092825,0.00092825
28,4082.39,1.08488,0.48281,1.04534,0.9553,0.97058,0.97093,0.66219,1.26621,0.49182,1.15435,0.000915875,0.000915875,0.000915875
29,4242.23,1.03779,0.46476,1.00819,0.94824,0.97363,0.97164,0.66322,1.24899,0.50044,1.14395,0.0009035,0.0009035,0.0009035
30,4398.69,1.0601,0.46284,1.03007,0.93882,0.97442,0.97574,0.6635,1.27949,0.49013,1.16136,0.000891125,0.000891125,0.000891125
31,4559.49,1.06291,0.48408,1.00464,0.95651,0.97157,0.97258,0.65567,1.3172,0.48575,1.18137,0.00087875,0.00087875,0.00087875
32,4720.54,1.04192,0.45561,1.01154,0.95706,0.96159,0.96627,0.6487,1.32307,0.48054,1.18881,0.000866375,0.000866375,0.000866375
33,4878.12,1.02639,0.45426,0.98261,0.95407,0.96492,0.96248,0.64245,1.28385,0.50175,1.16723,0.000854,0.000854,0.000854
34,5035.42,1.00293,0.44946,1.00892,0.94236,0.97374,0.96481,0.6532,1.29118,0.50522,1.1724,0.000841625,0.000841625,0.000841625
35,5196.1,1.03148,0.46644,1.0208,0.94089,0.97395,0.96492,0.64872,1.39303,0.50728,1.23145,0.00082925,0.00082925,0.00082925
36,5356.97,1.00743,0.4584,1.00876,0.96456,0.95897,0.96895,0.68021,1.26236,0.48851,1.15117,0.000816875,0.000816875,0.000816875
37,5502.37,1.01789,0.46611,1.01441,0.95594,0.96,0.96604,0.67067,1.25813,0.49091,1.15235,0.0008045,0.0008045,0.0008045
38,5659,1.01131,0.44536,0.97945,0.95834,0.96152,0.96749,0.65901,1.33229,0.4987,1.19704,0.000792125,0.000792125,0.000792125
39,5815.36,1.00493,0.44711,0.97224,0.96703,0.96566,0.97334,0.66923,1.25594,0.48714,1.14645,0.00077975,0.00077975,0.00077975
40,5958.27,0.98044,0.433,0.98938,0.96487,0.9653,0.97501,0.67214,1.25814,0.4864,1.1473,0.000767375,0.000767375,0.000767375
41,6116.61,0.96292,0.42899,0.98077,0.96536,0.97481,0.97581,0.64883,1.36796,0.50317,1.21137,0.000755,0.000755,0.000755
42,6281.39,0.97464,0.4271,0.98247,0.97124,0.9721,0.97376,0.65876,1.33717,0.49099,1.19252,0.000742625,0.000742625,0.000742625
43,6444.99,0.96245,0.41706,0.99187,0.97207,0.96499,0.97137,0.66694,1.28842,0.47831,1.16622,0.00073025,0.00073025,0.00073025
44,6621.97,0.97058,0.42164,0.98821,0.97814,0.96582,0.97604,0.65302,1.31565,0.46972,1.18891,0.000717875,0.000717875,0.000717875
45,6767.23,0.99355,0.44117,0.99301,0.97677,0.97106,0.97777,0.64505,1.34913,0.46887,1.20448,0.0007055,0.0007055,0.0007055
46,6931.42,0.95524,0.42027,0.99488,0.96116,0.97527,0.97254,0.66313,1.27356,0.46965,1.16323,0.000693125,0.000693125,0.000693125
47,7070.65,0.95974,0.42868,0.97092,0.95731,0.9735,0.97266,0.6618,1.3298,0.47788,1.20168,0.00068075,0.00068075,0.00068075
48,7210.44,0.92154,0.40594,0.98431,0.95441,0.97317,0.97432,0.6704,1.28477,0.45945,1.16836,0.000668375,0.000668375,0.000668375
49,7359.74,0.95037,0.42511,1.00157,0.96796,0.97035,0.97404,0.66838,1.23931,0.45556,1.14543,0.000656,0.000656,0.000656
50,7506.67,0.91899,0.39867,0.99166,0.96792,0.97097,0.97403,0.67015,1.24307,0.45362,1.1451,0.000643625,0.000643625,0.000643625
51,7657.75,0.89635,0.40631,0.96204,0.96723,0.96871,0.97398,0.66269,1.28538,0.46609,1.16657,0.00063125,0.00063125,0.00063125
52,7803.49,0.90433,0.39365,0.95657,0.96403,0.97208,0.9737,0.66096,1.30926,0.4677,1.1807,0.000618875,0.000618875,0.000618875
53,7943.2,0.91337,0.40521,0.98467,0.97077,0.97106,0.97502,0.66411,1.29387,0.45415,1.17189,0.0006065,0.0006065,0.0006065
54,8081.12,0.93091,0.40952,0.98891,0.96951,0.97594,0.97635,0.66674,1.27944,0.46535,1.17842,0.000594125,0.000594125,0.000594125
55,8220.06,0.91403,0.40576,0.96673,0.96982,0.97394,0.97747,0.6748,1.30069,0.46003,1.18733,0.00058175,0.00058175,0.00058175
56,8361.14,0.90978,0.40013,0.95771,0.97545,0.97481,0.97728,0.68439,1.26107,0.45259,1.15958,0.000569375,0.000569375,0.000569375
57,8509.89,0.88184,0.4045,0.95523,0.98229,0.97269,0.97786,0.68354,1.22941,0.44642,1.14871,0.000557,0.000557,0.000557
58,8655.41,0.8839,0.39056,0.95149,0.97936,0.9791,0.97731,0.67746,1.26179,0.4463,1.1718,0.000544625,0.000544625,0.000544625
59,8807.53,0.91905,0.40258,0.97611,0.97813,0.97614,0.97781,0.67321,1.29335,0.45321,1.18809,0.00053225,0.00053225,0.00053225
60,8959.03,0.87379,0.38746,0.9526,0.97484,0.97648,0.97614,0.67426,1.25918,0.45445,1.16384,0.000519875,0.000519875,0.000519875
61,9106.64,0.87685,0.39267,0.95597,0.97748,0.96916,0.97536,0.67362,1.2592,0.45481,1.16194,0.0005075,0.0005075,0.0005075
62,9261.78,0.85588,0.39028,0.96705,0.97664,0.96801,0.97605,0.67132,1.2867,0.45478,1.18807,0.000495125,0.000495125,0.000495125
63,9423.52,0.84353,0.377,0.9362,0.96882,0.97464,0.97637,0.67517,1.25417,0.46013,1.17278,0.00048275,0.00048275,0.00048275
64,9581.67,0.84222,0.38022,0.93778,0.97141,0.97614,0.97627,0.67377,1.25228,0.4605,1.1679,0.000470375,0.000470375,0.000470375
65,9737.56,0.8673,0.38417,0.9701,0.97827,0.97167,0.97684,0.67037,1.29422,0.45429,1.19353,0.000458,0.000458,0.000458
66,9875.47,0.84854,0.37009,0.96879,0.97687,0.97163,0.9768,0.66856,1.29092,0.44893,1.19273,0.000445625,0.000445625,0.000445625
67,10030.1,0.84242,0.37774,0.93497,0.97624,0.97582,0.97612,0.67682,1.2601,0.43957,1.16542,0.00043325,0.00043325,0.00043325
68,10172.2,0.83854,0.37264,0.93701,0.97691,0.97368,0.97725,0.67107,1.31462,0.45725,1.19792,0.000420875,0.000420875,0.000420875
69,10312.2,0.80817,0.3671,0.92287,0.97776,0.97299,0.97734,0.6743,1.30778,0.45913,1.19365,0.0004085,0.0004085,0.0004085
70,10455.3,0.81999,0.37312,0.9352,0.97294,0.96546,0.97668,0.67699,1.26563,0.44486,1.17442,0.000396125,0.000396125,0.000396125
71,10597.6,0.834,0.37379,0.94462,0.96994,0.97106,0.97841,0.67767,1.27729,0.44398,1.17668,0.00038375,0.00038375,0.00038375
72,10755.4,0.79825,0.35704,0.92559,0.96984,0.9721,0.9787,0.67473,1.27046,0.44441,1.17262,0.000371375,0.000371375,0.000371375
73,10893.9,0.82835,0.36502,0.95718,0.9722,0.97309,0.97945,0.67908,1.2499,0.44113,1.16058,0.000359,0.000359,0.000359
74,11035.1,0.77758,0.35178,0.93247,0.97005,0.97539,0.98017,0.6747,1.2606,0.44328,1.16376,0.000346625,0.000346625,0.000346625
75,11174.4,0.81275,0.36781,0.9525,0.96822,0.97969,0.97978,0.67371,1.28842,0.44876,1.17791,0.00033425,0.00033425,0.00033425
76,11325.4,0.77765,0.35627,0.9238,0.97485,0.97434,0.97967,0.67889,1.26866,0.45044,1.16422,0.000321875,0.000321875,0.000321875
77,11476.6,0.76056,0.34529,0.9248,0.97453,0.97311,0.97952,0.68279,1.24103,0.44154,1.14955,0.0003095,0.0003095,0.0003095
78,11629.3,0.79101,0.36521,0.94112,0.96921,0.97716,0.9792,0.67663,1.25682,0.43655,1.16721,0.000297125,0.000297125,0.000297125
79,11781.8,0.77735,0.34787,0.94041,0.97244,0.96813,0.97813,0.67724,1.26415,0.43927,1.17646,0.00028475,0.00028475,0.00028475
80,11932.5,0.78264,0.35121,0.93058,0.97563,0.96801,0.97801,0.67962,1.2495,0.4371,1.16975,0.000272375,0.000272375,0.000272375
81,12083.4,0.7607,0.34794,0.92101,0.97115,0.97036,0.97633,0.68164,1.22964,0.4298,1.15459,0.00026,0.00026,0.00026
82,12241,0.77257,0.34902,0.92601,0.97028,0.97265,0.97597,0.67731,1.22432,0.42815,1.15092,0.000247625,0.000247625,0.000247625
83,12406.8,0.76555,0.34993,0.93132,0.97612,0.97126,0.97721,0.67194,1.23903,0.42704,1.16258,0.00023525,0.00023525,0.00023525
84,12548.4,0.77639,0.3508,0.93356,0.97689,0.97208,0.97559,0.67208,1.252,0.42999,1.16633,0.000222875,0.000222875,0.000222875
85,12705.1,0.74434,0.33998,0.90854,0.97627,0.97201,0.97504,0.67818,1.24871,0.4318,1.1572,0.0002105,0.0002105,0.0002105
86,12848.1,0.7821,0.34792,0.92484,0.97823,0.97682,0.97548,0.68111,1.24405,0.42972,1.15505,0.000198125,0.000198125,0.000198125
87,12988.3,0.74674,0.33949,0.90477,0.97806,0.97818,0.97641,0.67995,1.25505,0.42584,1.1698,0.00018575,0.00018575,0.00018575
88,13128.6,0.7732,0.35152,0.91473,0.97732,0.97919,0.97651,0.67868,1.26663,0.42594,1.17759,0.000173375,0.000173375,0.000173375
89,13268.4,0.70854,0.32837,0.9062,0.97774,0.97919,0.97692,0.68066,1.24968,0.42379,1.16581,0.000161,0.000161,0.000161
90,13409.2,0.74071,0.33968,0.90956,0.97771,0.97716,0.97682,0.68353,1.23913,0.42154,1.15946,0.000148625,0.000148625,0.000148625
91,13543.2,0.7376,0.33915,0.9415,0.974,0.97836,0.97688,0.68055,1.23879,0.4193,1.16414,0.00013625,0.00013625,0.00013625
92,13676.8,0.73068,0.33541,0.92828,0.97224,0.97818,0.97633,0.67621,1.24057,0.41983,1.17012,0.000123875,0.000123875,0.000123875
93,13807.7,0.71528,0.32376,0.93157,0.97209,0.97602,0.97558,0.67974,1.22934,0.41802,1.16699,0.0001115,0.0001115,0.0001115
94,13939.1,0.72314,0.32747,0.91919,0.9736,0.97335,0.97469,0.6779,1.22736,0.41808,1.17408,9.9125e-05,9.9125e-05,9.9125e-05
95,14072.6,0.71941,0.32095,0.94039,0.97335,0.97411,0.97433,0.67488,1.23814,0.41957,1.1827,8.675e-05,8.675e-05,8.675e-05
96,14205.4,0.70064,0.31294,0.91829,0.9715,0.97638,0.97453,0.67458,1.24467,0.41953,1.18791,7.4375e-05,7.4375e-05,7.4375e-05
97,14339.2,0.71482,0.31688,0.93587,0.9702,0.97809,0.97509,0.67518,1.24229,0.42124,1.18798,6.2e-05,6.2e-05,6.2e-05
98,14470.1,0.6919,0.31172,0.90413,0.97028,0.97862,0.97534,0.67578,1.2363,0.4212,1.18429,4.9625e-05,4.9625e-05,4.9625e-05
99,14602.1,0.70234,0.31389,0.92401,0.9703,0.97818,0.97541,0.67709,1.23415,0.422,1.182,3.725e-05,3.725e-05,3.725e-05
100,14734.6,0.69308,0.30528,0.91807,0.96912,0.97826,0.97552,0.6772,1.23317,0.42094,1.1801,2.4875e-05,2.4875e-05,2.4875e-05
